OTU,kingdom,phylum,class,order,family,genus,species
OTU12039,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU1204,Bacteria,Patescibacteria,c__ABY1,o__Candidatus_Magasanikbacteria,f__norank_o__Candidatus_Magasanikbacteria,g__norank_f__norank_o__Candidatus_Magasanikbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Magasanikbacteria
OTU12041,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__unclassified_g__norank_f__norank_o__norank_c__OM190
OTU12042,Bacteria,Armatimonadota,c__Armatimonadia,o__Armatimonadales,f__norank_o__Armatimonadales,g__norank_f__norank_o__Armatimonadales,s__unclassified_g__norank_f__norank_o__Armatimonadales
OTU12043,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae,g__Iamia,s__metagenome_g__Iamia
OTU12044,Bacteria,Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU12045,Bacteria,Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_o__norank_c__OLB14,g__norank_f__norank_o__norank_c__OLB14,s__metagenome_g__norank_f__norank_o__norank_c__OLB14
OTU12046,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__unclassified_g__norank_f__norank_o__norank_c__OM190
OTU12047,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae
OTU12048,Bacteria,Gemmatimonadota,c__S0134_terrestrial_group,o__norank_c__S0134_terrestrial_group,f__norank_o__norank_c__S0134_terrestrial_group,g__norank_f__norank_o__norank_c__S0134_terrestrial_group,s__unclassified_g__norank_f__norank_o__norank_c__S0134_terrestrial_group
OTU12049,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__norank_o__Chitinophagales,g__norank_f__norank_o__Chitinophagales,s__uncultured_Bacteroidetes_bacterium_g__norank_f__norank_o__Chitinophagales
OTU1205,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_g__norank_f__LWQ8
OTU12050,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__TM7a,s__uncultured_bacterium_g__TM7a
OTU12051,Bacteria,Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU12052,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__norank_o__Chthonomonadales,g__norank_f__norank_o__Chthonomonadales,s__uncultured_bacterium_g__norank_f__norank_o__Chthonomonadales
OTU12053,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__norank_f__Micropepsaceae,s__uncultured_Alphaproteobacteria_bacterium_g__norank_f__Micropepsaceae
OTU12054,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__norank_o__Candidatus_Peregrinibacteria,g__norank_f__norank_o__Candidatus_Peregrinibacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Peregrinibacteria
OTU12055,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU12056,Bacteria,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g__Haliangium
OTU12057,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__uncultured_bacterium_g__Candidatus_Udaeobacter
OTU12058,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU12059,Bacteria,Patescibacteria,c__Microgenomatia,o__Candidatus_Woesebacteria,f__norank_o__Candidatus_Woesebacteria,g__norank_f__norank_o__Candidatus_Woesebacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Woesebacteria
OTU1206,Bacteria,Myxococcota,c__Polyangia,o__mle1-27,f__norank_o__mle1-27,g__norank_f__norank_o__mle1-27,s__unclassified_g__norank_f__norank_o__mle1-27
OTU12060,Bacteria,Patescibacteria,c__Microgenomatia,o__Candidatus_Levybacteria,f__norank_o__Candidatus_Levybacteria,g__norank_f__norank_o__Candidatus_Levybacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Levybacteria
OTU12061,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_bacterium_g__norank_f__A4b
OTU12062,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_bacterium_g__norank_f__Vermiphilaceae
OTU12063,Bacteria,Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU12064,Bacteria,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__unclassified_g__Nitrospira
OTU12065,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__D05-2,g__norank_f__D05-2,s__uncultured_bacterium_g__norank_f__D05-2
OTU12066,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__unclassified_g__norank_f__norank_o__SBR1031
OTU12067,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium_g__OM27_clade
OTU12068,Bacteria,Chloroflexi,c__Dehalococcoidia,o__SAR202_clade,f__norank_o__SAR202_clade,g__norank_f__norank_o__SAR202_clade,s__uncultured_bacterium_g__norank_f__norank_o__SAR202_clade
OTU12069,Bacteria,Chloroflexi,c__unclassified_p__Chloroflexi,o__unclassified_p__Chloroflexi,f__unclassified_p__Chloroflexi,g__unclassified_p__Chloroflexi,s__unclassified_p__Chloroflexi
OTU1207,Bacteria,Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__unclassified_g__norank_f__Roseiflexaceae
OTU12070,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU12071,Bacteria,WS2,c__norank_p__WS2,o__norank_c__norank_p__WS2,f__norank_o__norank_c__norank_p__WS2,g__norank_f__norank_o__norank_c__norank_p__WS2,s__metagenome_g__norank_f__norank_o__norank_c__norank_p__WS2
OTU12072,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__metagenome_g__norank_f__Gemmatimonadaceae
OTU12073,Bacteria,Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__norank_o__Candidatus_Kerfeldbacteria,g__norank_f__norank_o__Candidatus_Kerfeldbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kerfeldbacteria
OTU12074,Bacteria,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU12075,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__Terrimicrobium,s__metagenome_g__Terrimicrobium
OTU12076,Bacteria,Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__uncultured_bacterium_KF-JG30-B11
OTU12077,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__KD3-93,g__norank_f__KD3-93,s__unclassified_g__norank_f__KD3-93
OTU12079,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__unclassified_f__Xanthomonadaceae,s__unclassified_f__Xanthomonadaceae
OTU12080,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__uncultured_bacterium_g__Mucilaginibacter
OTU12081,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__AKYH767,g__norank_f__AKYH767,s__unclassified_g__norank_f__AKYH767
OTU12082,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank_f__Saprospiraceae,s__uncultured_bacterium_g__norank_f__Saprospiraceae
OTU12083,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Arachidicoccus,s__uncultured_bacterium_g__Arachidicoccus
OTU12084,Bacteria,Elusimicrobiota,c__Lineage_IIc,o__norank_c__Lineage_IIc,f__norank_o__norank_c__Lineage_IIc,g__norank_f__norank_o__norank_c__Lineage_IIc,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIc
OTU12085,Bacteria,WPS-2,c__norank_p__WPS-2,o__norank_c__norank_p__WPS-2,f__norank_o__norank_c__norank_p__WPS-2,g__norank_f__norank_o__norank_c__norank_p__WPS-2,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__WPS-2
OTU12086,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__metagenome_g__Edaphobaculum
OTU12087,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Taibaiella,s__uncultured_bacterium_g__Taibaiella
OTU12088,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Candidatus_Ovatusbacter,s__unclassified_g__Candidatus_Ovatusbacter
OTU12089,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__norank_o__Chitinophagales,g__norank_f__norank_o__Chitinophagales,s__unclassified_g__norank_f__norank_o__Chitinophagales
OTU1209,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_f__norank_o__SBR1031,s__uncultured_Chloroflexi_bacterium_g__norank_f__norank_o__SBR1031
OTU12090,Bacteria,Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__unclassified_o__Chlamydiales,g__unclassified_o__Chlamydiales,s__unclassified_o__Chlamydiales
OTU12091,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_f__norank_o__Saccharimonadales
OTU12092,Bacteria,Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__norank_f__BIrii41,s__uncultured_bacterium_g__norank_f__BIrii41
OTU12093,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU12094,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae,g__norank_f__Methylacidiphilaceae,s__unclassified_g__norank_f__Methylacidiphilaceae
OTU12095,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__norank_f__SM2D12,s__metagenome_g__norank_f__SM2D12
OTU12096,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae
OTU12097,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU12098,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_planctomycete_g__norank_f__Gemmataceae
OTU12099,Bacteria,Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__unclassified_o__Omnitrophales,g__unclassified_o__Omnitrophales,s__unclassified_o__Omnitrophales
OTU121,Bacteria,Patescibacteria,c__Dojkabacteria,o__norank_c__Dojkabacteria,f__norank_o__norank_c__Dojkabacteria,g__norank_f__norank_o__norank_c__Dojkabacteria,s__unclassified_g__norank_f__norank_o__norank_c__Dojkabacteria
OTU1210,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_bacterium_g__norank_f__Vermiphilaceae
OTU12100,Bacteria,Acidobacteriota,c__Subgroup_25,o__norank_c__Subgroup_25,f__norank_o__norank_c__Subgroup_25,g__norank_f__norank_o__norank_c__Subgroup_25,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__Subgroup_25
OTU12101,Bacteria,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__unclassified_f__Paenibacillaceae,s__unclassified_f__Paenibacillaceae
OTU12102,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__unclassified_g__Candidatus_Udaeobacter
OTU12104,Bacteria,Chloroflexi,c__Anaerolineae,o__RBG-13-54-9,f__norank_o__RBG-13-54-9,g__norank_f__norank_o__RBG-13-54-9,s__uncultured_soil_bacterium_g__norank_f__norank_o__RBG-13-54-9
OTU12105,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU12106,Bacteria,Cyanobacteria,c__Sericytochromatia,o__norank_c__Sericytochromatia,f__norank_o__norank_c__Sericytochromatia,g__norank_f__norank_o__norank_c__Sericytochromatia,s__unclassified_g__norank_f__norank_o__norank_c__Sericytochromatia
OTU12107,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae
OTU12108,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio
OTU12109,Bacteria,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
OTU1211,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Abawacabacteria,f__norank_o__Candidatus_Abawacabacteria,g__norank_f__norank_o__Candidatus_Abawacabacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Abawacabacteria
OTU12110,Bacteria,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
OTU12112,Bacteria,Firmicutes,c__unclassified_p__Firmicutes,o__unclassified_p__Firmicutes,f__unclassified_p__Firmicutes,g__unclassified_p__Firmicutes,s__unclassified_p__Firmicutes
OTU12113,Bacteria,Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__uncultured_bacterium_g__norank_f__A4b
OTU12114,Bacteria,Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__metagenome_g__SM1A02
OTU12115,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__norank_o__Chitinophagales,g__norank_f__norank_o__Chitinophagales,s__uncultured_soil_bacterium_g__norank_f__norank_o__Chitinophagales
OTU12116,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__norank_o__Babeliales,g__norank_f__norank_o__Babeliales,s__uncultured_bacterium_g__norank_f__norank_o__Babeliales
OTU12117,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__uncultured_soil_bacterium_g__norank_f__norank_o__Saccharimonadales
OTU12118,Bacteria,Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_soil_bacterium_g__norank_f__norank_o__C0119
OTU12119,Bacteria,Firmicutes,c__Bacilli,o__unclassified_c__Bacilli,f__unclassified_c__Bacilli,g__unclassified_c__Bacilli,s__unclassified_c__Bacilli
OTU1212,Bacteria,Patescibacteria,c__norank_p__Patescibacteria,o__norank_c__norank_p__Patescibacteria,f__norank_o__norank_c__norank_p__Patescibacteria,g__norank_f__norank_o__norank_c__norank_p__Patescibacteria,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__Patescibacteria
OTU12120,Bacteria,Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU12121,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__uncultured_bacterium_g__Edaphobaculum
OTU12122,Bacteria,Desulfobacterota,c__norank_p__Desulfobacterota,o__norank_c__norank_p__Desulfobacterota,f__norank_o__norank_c__norank_p__Desulfobacterota,g__norank_f__norank_o__norank_c__norank_p__Desulfobacterota,s__Myxococcales_bacterium_enrichment_culture_clone_11380
OTU12123,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU12124,Bacteria,Planctomycetota,c__OM190,o__norank_c__OM190,f__norank_o__norank_c__OM190,g__norank_f__norank_o__norank_c__OM190,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__OM190
OTU12125,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter
OTU12126,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__uncultured_Gemmatimonas_sp._g__norank_f__Gemmatimonadaceae
OTU12127,Bacteria,Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank_o__Subgroup_2,g__norank_f__norank_o__Subgroup_2,s__uncultured_bacterium_g__norank_f__norank_o__Subgroup_2
OTU12129,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__S-BQ2-57_soil_group,f__norank_o__S-BQ2-57_soil_group,g__norank_f__norank_o__S-BQ2-57_soil_group,s__uncultured_bacterium_g__norank_f__norank_o__S-BQ2-57_soil_group
OTU1213,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__uncultured_bacterium_g__norank_f__norank_o__0319-6G20
OTU12130,Bacteria,Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU12131,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales
OTU12132,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__unclassified_g__Candidatus_Udaeobacter
OTU12133,Bacteria,Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_f__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_f__norank_o__Rokubacteriales
OTU12134,Bacteria,MBNT15,c__norank_p__MBNT15,o__norank_c__norank_p__MBNT15,f__norank_o__norank_c__norank_p__MBNT15,g__norank_f__norank_o__norank_c__norank_p__MBNT15,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__MBNT15
OTU12135,Bacteria,Planctomycetota,c__Pla4_lineage,o__norank_c__Pla4_lineage,f__norank_o__norank_c__Pla4_lineage,g__norank_f__norank_o__norank_c__Pla4_lineage,s__unclassified_g__norank_f__norank_o__norank_c__Pla4_lineage
OTU12136,Bacteria,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
OTU12137,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__unclassified_g__norank_f__Pedosphaeraceae
OTU12138,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank_f__Verrucomicrobiaceae,s__uncultured_Verrucomicrobia_bacterium_g__norank_f__Verrucomicrobiaceae
OTU12139,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__CCD24,f__norank_o__CCD24,g__norank_f__norank_o__CCD24,s__uncultured_bacterium_g__norank_f__norank_o__CCD24
OTU1214,Bacteria,Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_actinobacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU12140,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU12141,Bacteria,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__unclassified_g__RB41
OTU12142,Bacteria,Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU12143,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU12144,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__uncultured_Prosthecobacter_sp._g__Candidatus_Udaeobacter
